what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1375083428164
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1375083428164
started,bundle,com.altera.sbtgui.integration,13.0.0.156,"com.altera.sbtgui.integration",1375083428164
started,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1375083428164
started,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1375083428164
started,bundle,com.altera.systemconsole,13.0.0.156,"com.altera.systemconsole",1375083428164
started,bundle,com.altera.systemconsole.designs.plugin,13.0.0.156,"com.altera.systemconsole.designs.plugin",1375083428164
started,bundle,com.altera.utilities,13.0.0.156,"com.altera.utilities",1375083428164
os,sysinfo,,,"win32",1375083428174
arch,sysinfo,,,"x86",1375083428174
ws,sysinfo,,,"win32",1375083428174
locale,sysinfo,,,"zh_CN",1375083428174
processors,sysinfo,,,"2",1375083428174
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1375083428174
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1375083428174
java.specification.name,sysinfo,,,"Java Platform API Specification",1375083428174
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1375083428174
java.specification.version,sysinfo,,,"1.6",1375083428174
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1375083428174
java.version,sysinfo,,,"1.6.0_23",1375083428174
java.vm.info,sysinfo,,,"mixed mode",1375083428174
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1375083428174
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1375083428174
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1375083428174
java.vm.specification.version,sysinfo,,,"1.0",1375083428174
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1375083428174
java.vm.version,sysinfo,,,"19.0-b09",1375083428174
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1375083428976
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1375083429116
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1375083429186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375083430842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375083433298
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1375083433308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1375083433308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1375083437758
error,log,,,"Unable to create editor ID org.eclipse.cdt.ui.editor.CEditor: The file does not exist.",1375083438678
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1375083438728
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1375083438728
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1375083438738
