what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1386315446838
java.specification.name,sysinfo,,,"Java Platform API Specification",1386315446838
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1386315446838
java.specification.version,sysinfo,,,"1.6",1386315446838
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1386315446838
java.version,sysinfo,,,"1.6.0_23",1386315446838
java.vm.info,sysinfo,,,"mixed mode",1386315446838
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1386315446838
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1386315446838
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1386315446838
java.vm.specification.version,sysinfo,,,"1.0",1386315446838
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1386315446838
java.vm.version,sysinfo,,,"19.0-b09",1386315446838
started,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1386315447878
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386315454871
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1386315455013
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1386315455071
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1386315458384
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1386315458479
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1386315458487
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1386315458489
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1386315458490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315460286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315507144
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1386315508156
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1386315508163
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1386315509850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315511025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315536875
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1386315541710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315543372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315578085
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315579069
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1386315582189
started,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1386315586658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315587051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315702470
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386315704563
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315708840
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315708963
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1386315708979
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315711140
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315711253
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315711382
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315711382
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315712690
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315712803
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315712803
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386315713488
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315713488
started,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1386315715898
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315717097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315761312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315766636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315794404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1386315797928
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315801429
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315801584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1386315810522
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386315811383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315812520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1386315813973
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1386315813993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1386315813993
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315814133
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315815273
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315815382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1386315820044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1386315821748
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1386315824612
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386315846014
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1386315847383
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1386315868541
